start	end	text
5244499	5246421	Okay, so it's here, drop.
5246401	5248143	Get up to the toes, all right?
5248223	5250946	Drop as fast as you can, get up to the toes.
5250986	5258615	So we're working on that eccentric rate of force development, so that's how fast we can stop ourselves and reverse back up.
5258935	5264201	So I want you to think about your normal jump mechanics, but right now I want you to focus on two things.
5264582	5267145	Speed drop, don't just let gravity take you down.
5267165	5269127	I want you to attack the floor.
5269648	5274433	So go down fast, but then also keep that arm swing high, all right?
5274413	5275395	Four reps there.
5275736	5278642	Okay, and then the last one is the penultimate stride.
5278682	5281268	So one of the most important aspects of jump mechanics.
5281649	5286018	So I'm going to step, the penultimate step is the second to last step.
5286299	5291450	So if I'm planting right left, the penultimate step is that right foot stride.
5291711	5293755	So I want you to think about distance.
5293735	5295859	If I take a short step, my hips are here.
5296280	5299407	If I take a long step, my hips are now down here.
5299788	5306742	So I lowered my hips, I lowered my center of gravity, so now when I step in, I'm already at the bottom position and it's straight up.
5307303	5309668	So for right now, I want you to focus on distance.
5309688	5314258	So I gotta push off this left leg hard to cover distance.
5314238	5320307	So I want you to think about the distance and the big arm swing and not collapsing our torso too much.
5320447	5325514	You can have a little collapse, but we want that torso pretty vertical on that penultimate step.
5325915	5328319	So I'm just going a right-left plant.
5330061	5330842	Get up to the toes.
5330862	5331904	You don't need to jump yet.
5332405	5334167	Turn around and we go back.
5334307	5336150	Now it's left-right.
5336771	5337472	Okay?
5337612	5338493	So that's one rep.
5338874	5339835	I'm doing four of these.
5339896	5340817	So now I come back.
5341959	5342980	Right-left.
5344546	5345529	left, right.
5345729	5348556	Okay, so this drill is a mechanics primer.
5348877	5356176	We gotta really, really work on those mechanics so that we can put ourselves in good positions to produce optimal power.
5356517	5357239	Let's get it.
5360628	5365655	So for our penultimate max touch, all we're doing is taking a two-step.
5365675	5368920	So as always, refer back to the mechanic section.
5369220	5373326	With the penultimate, we don't want to gradually walk into the jump.
5373666	5378533	I want to stride, and I really want to push and accelerate through that penultimate step.
5379094	5381337	So if I'm going right and left,
5381317	5387165	pushing off this right foot as far as I can, which is going to lower my center of gravity.
5387485	5392612	It's going to get me into that jump position nice and low so that everything is up from there.
5393553	5393654	Okay?
5393674	5400022	So what I want you to work on is really covering distance with that two-step and then just get up as high as you can.
5400082	5405890	If you're on the court, try to rip off the rim, try to dunk the basketball or touch as high as you can on the backboard.
5405870	5410844	If you don't have anything to reach for, then just do the penultimate and jump as high as you can.
5411686	5419086	So we do the desired reps on right-left, and then we come back and we do the desired reps on left-right.
5434085	5440172	So for the penultimate hurdle hop, I'm gonna set up four hurdles, and for me, I'm gonna set them up about 12 feet apart.
5440492	5443836	Now, the better we get at this drill, the further we can set them up.
5443956	5449362	So the whole goal is to create as much separation as I can with that penultimate step.
5449382	5458231	So remember, if I'm right-left jumping, the penultimate is that right foot, which is gonna lower my hips and lower my center of gravity, okay?
5458251	5462556	So I'm gonna jump as high as I can over the first hurdle.
5462536	5469204	Now as soon as I land, I'm going to use that energy from the floor to push myself into that next step.
5469224	5471186	Okay, so it's going to be a jump here.
5471387	5475291	As soon as I land, I'm just popping right into that right left.
5475311	5479076	So now I'm going to take off jump, land, push.
5479096	5482420	Okay, the whole time I'm using that arm swing.
5482440	5488968	This drill is all about timing, all about coordination, and all about getting big distance with that step.
5489268	5490670	Let's look at it full speed.
5502850	5507899	Now once we complete one side of right, left, we're gonna bring it back the other way, left, right.
5508160	5510324	So now the penultimate stride is the left foot.
5510544	5517838	We gotta stride as far as we can, cover that distance with the left foot, and then recover right foot, get up as high as we can.
5519033	5525904	So for our 15 foot approach jump, all we're doing is measuring out 15 feet and then jumping and touching as high as we can.
5526324	5531532	So I can go on the basketball court and just start at the free throw line and then aim to touch the rim.
5531913	5534677	Or if you can already touch the rim, try to dunk.
5534697	5538363	If you can already dunk, try to do a dunk that you've never done before, okay?
5538383	5542970	All we're concerned about is getting as high as you possibly can on every rep.
5543230	5546475	This is an opportunity for you to work on your jumping mechanics.
5546455	5549683	So I just want you to start with a lean.
5549963	5555136	So you're gonna kind of start with a lean and then fall into it and then take that recovery step.
5555376	5557902	So that's gonna help us build up our acceleration.
5558384	5560769	And most of us are probably gonna get three steps.
5561230	5563215	So if I was jumping right, left,
5563195	5566160	Then I would lean and I would take a step with my left.
5566540	5569925	So then it's left, right, left, take off.
5570847	5571989	Now everybody's different.
5572109	5578118	Maybe you can get four steps or five steps based on your leg length and your speed.
5578138	5580782	But most of us will probably get three or four.
5580762	5591361	So after the certain amount of reps with right, left, we're gonna go to the other side, and then it's lean, fall, right, left, right, get up as high as we can.
5591942	5600998	Use this as an opportunity to work on your form, and if you can, film yourself or have a friend film you so that you can look at your mechanics afterwards.
5603560	5608908	So for the one foot approach touch, all we're gonna do is start as far back as you want.
5609148	5612613	So you could start three, you could start NBA three, or even beyond.
5612894	5623729	I want you to build up max speed and go off one foot, touch as high as you can, or work on dunking, or if you can already dunk, work on doing something that you've never done before, okay?
5623990	5627975	We wanna use this as an opportunity to work on your single leg jump mechanics.
5628336	5630479	When it comes to taking off one leg,
5630459	5634791	Strength matters, but what matters more is mechanics and practice.
5635092	5645481	So really use this as an opportunity to get good quality reps, and that's what's gonna take your single leg jump to the next level more than any other exercise we do.
5653156	5657222	So for the high knees, I'm going about 60 to 70 percent, nothing too fast.
5657503	5659806	And I'm just going to get my thighs up parallel to the floor.
5660127	5663171	I'm going to pump the arms in the opposite way.
5663191	5668219	So when my right leg is up, my left hand is up and I'm just going to get that blood flowing.
5668479	5673887	I'm going to stay on the balls of my feet so my heels are never hitting and I'm just quickly popping off the ground.
5674188	5678995	We're going to get the muscles going, going to get our blood flowing and get prepped for this workout.
5688779	5692386	Okay, so for the wall side series, I'm just gonna hold on to the wall.
5692667	5697116	I wanna be in water, that's about belly button height, and I'm just gonna go side swing.
5697156	5702526	So I'm swinging my leg, I'm gonna keep my knee pretty straight, I'm gonna keep my foot dorsiflexed.
5702546	5708458	So that means I'm not pointing the toes down, I'm pulling the toes up, so I should not be hitting my feet on the floor.
5708438	5719437	And I'm going to explosively go in as high as I can and then explosively go out with that leg as high as I can like I'm trying to get it out of water on both sides.
5719678	5728573	This is going to really fire up those hip muscles, all those little hip stabilizer muscles and the abductors and adductors are going to start to really get activated.
5738965	5745714	So for our explosive flexion extension, what I'm going to do is I'm actually going to start with my knee high, thigh around parallel to the floor.
5746094	5750901	I'm going to get a little bit of a lean into this wall and I'm going to really explode into extension.
5750961	5754245	So full hip extension, almost like a donkey kick.
5754265	5757970	As hard as I can, I need to come to full extension like I would in a sprint.
5758430	5763036	And now from there, I'm going to quickly reverse it and come right back into flexion.
5763357	5767302	So I'm coming right back to that thigh parallel knee high position.
5767282	5776506	Okay, I'm going to take a one to two second pause there and then I'm going to go again, really gear up, really visualize between each rep and then explode as fast as you can through the water.
5776526	5779956	So it's donkey kick, right back and pause.
5780597	5783164	Extension, flexion, pause.
5783144	5792774	I want you to really transition quickly from extension into flexion just like you would in a jump or just like you would especially when you're sprinting.
5793114	5798940	You've got to extend and then quickly flex to drive that knee back up for that next stride.
5799460	5801582	We're going to be really working the glutes here.
5801622	5809270	We're really working the hip flexors and we're working them very, very quickly just like we work them in sprinting and jumping.
5821433	5826801	So for the hip openers, I'm going to drive my knee up so that my thigh is parallel to the floor.
5827141	5832669	And then from there, I'm going to aggressively open it up as far as I can without rotating my pelvis.
5832930	5836435	So I don't want you to open up and then all of a sudden start rotating that way.
5836755	5840681	I want to keep my chest and my hips squared off to this wall.
5840981	5844867	And I'm just going to use that leg to really open up and work on that range of motion.
5845267	5849173	I'm going to explode back in and then I'm going to explode down.
5849573	5850715	Okay, so that's one rep.
5850695	5855181	So it's explode up, explode out, explode in and explode down.
5855501	5859306	And this is going to really fire up those little hip muscles that we don't normally work.
5859747	5863031	Abductors, adductors, internal and external rotators.
5863372	5866996	All of these muscles are super important for on-court explosiveness.
5867277	5870661	And these are the muscles that we don't really get to work as much in the weight room.
5880968	5885657	So for my internal, external rotations, I'm just going to sit with my feet in the water.
5886779	5889424	Water's coming about halfway up on my shins.
5889484	5891067	I'm going to hold my knee in place.
5891348	5893732	So I don't want this knee to move at all.
5894073	5895516	I don't want to start going here.
5895916	5897620	I want this knee to stay stationary.
5897680	5899483	I want the hip to stay stationary.
5899463	5900726	and I'm just rotating.
5901047	5907122	So think about bringing the foot as far as I can this way, and then as far as I can that way.
5907142	5912295	So we're going internal, external rotation, and I'm going explosive as I can.
5912616	5916325	So I'm just getting it going, big speed.
5917132	5918955	keeping that knee nice and stable.
5919356	5920879	I'm not moving in and out.
5920919	5927111	I'm strictly rotating through the hip to get my foot through water as fast as I can.
5927472	5934465	Now, this is really training that explosiveness and the mobility of our internal and external rotators of the hip.
5934445	5943801	And we don't get the opportunity to train these internal-external rotators that often in the weight room because there's not that many ways that we can load it.
5944161	5958445	So this is a very good way to get some strength, get some speed and explosiveness in those internal and external rotators, which go a long way with first-step explosiveness, with lateral movements, and ton of movements that we see in sports.
5970524	5988060	So for our sprinter kicks, what I want to do is basically simulate the stride of a sprint, and now it's not going to be exact because we're not on land, but what we want to do here is really just work the hamstrings, work the hip flexors in a similar position that we would be seeing in an all-out sprint.
5988040	6014132	okay so what i want to do is i'm thinking about high toe high knee okay so i'm going big range of motion even exaggerating it a little more than you might get in a real sprint and think about bringing the toe up even with the opposite knee or over that opposite knee and then from there i'm going to straighten out the knee and i'm just going to kick as hard as i can as explosive as i can back into that cycle so we're going full cycles
6014112	6019741	Similar to a sprint, I'm pumping the arms so when the left knee is high, my right hand is high.
6020262	6023167	We're going as fast as we can.
6023527	6038331	And again, we are exaggerating that range of motion more than we would even get in a sprint because I want to teach you to get strong at your end range of motion because that's where most of the injuries happen is when we're at that end range of our muscle length.
6038311	6057771	okay so i want you to exaggerate it get the knee high extend the knee and then pull back forcefully now make sure that you do keep your foot dorsiflex so if you point your toe down you're going to hit it on the bottom of the floor i need you to pull your toes up as high as we can pull your feet up this way and then work from there
6073006	6080034	So for my foot cross jump, you can either do this without a line or if you have a line in your pool, I would straddle that line.
6080454	6086901	And then from there, I'm gonna go crossover, back to neutral, crossover the other way, back to neutral.
6087021	6091766	And then on that one, I'm popping off the ground as high as I can, as quick as I can.
6092187	6096111	Okay, so it's over cross, back to neutral.
6096091	6125085	over cross back to neutral and hop off the ground okay so full speed that's cross cross jump cross cross jump all right we got to get as quick as we can over that line and don't start going really small because still keep the feet spread and get a full range of motion and then as soon as the feet get back after that second cross you got to really pop off the ground with that minimal knee bend and get as high as we possibly can
6125065	6134937	This is a great drill for working on your quickness, working on things like crossover steps, which we use so often in all sports, especially basketball.
6135397	6141265	And we're working on coming from these different footwork positions to getting up in the air, getting vertically.
6141565	6154060	So many people can jump high when it's the perfect scenario, but when their feet are coming out of a cross or they're coming out of a lateral slide or they're coming off a step back, they can't get their feet set and quickly pop off the ground.
6154040	6155882	That's what this drill is going to work on.
6167759	6187119	So for my one leg linear quick hops, basically what I'm doing is I'm gonna start with my left knee high, my right hand up, and now I'm just gonna jump off this right leg and I'm gonna drive the right knee just so that my thigh is parallel to the floor and then I'm back down and I'm moving forward with each step.
6187420	6189882	In this first one, it's all about speed.
6189942	6194627	So I don't care about getting out of water, I just need to get this right thigh
6194607	6198132	parallel to the floor and back down as quick as I can.
6198533	6199454	Okay, so it's here.
6200235	6203159	Drive, drive, drive, drive.
6203179	6205643	All right, and I'm just moving forward with each step.
6205903	6213814	It's all about that speed that we can get the knee up and get that foot back down and then pop forward a little bit with each step.
6213794	6219901	So what this drill is doing is it's really teaching us to pop off the ground nice and quick, nice and reactive.
6220241	6222344	And I'm really getting that good knee drive.
6222364	6225247	So I'm getting a ton of good explosive hip flexor work.
6225527	6230833	And then I'm getting a ton of good glute and hip extensor work as I'm pushing back down.
6231154	6236880	Of course, the water is resisting my leg in multiple directions that we wouldn't normally get in the weight room.
6237421	6242907	So it's a really great way to train and build explosiveness here in that flexion extension pattern.
6259171	6263255	Now for the one leg linear hops, we're not going for speed.
6263395	6264556	We're now going for height.
6264836	6267899	So it's the same exact thing as with the quick hops.
6268339	6274165	But now I'm jumping off my right leg and I'm going to drive it as high as I can out of water.
6274205	6277588	So I want to get my knee all the way out of water and then back down.
6278048	6278209	Okay.
6278229	6283934	So as I jump and I'm driving that right knee, I'm going back with the right hand.
6284054	6285836	I'm going up with the left hand.
6286116	6288418	And then as I land, we're back.
6291217	6294861	Now, I don't want you to get stuck in quicksand on the floor.
6294961	6300826	I still want you to pop off the ground quick, but the number one priority of this drill is jump height.
6300846	6309255	So even if it takes you a little bit longer to get off the ground, I just want you to think about getting your knee as high as you can out of water.
6309555	6310896	If you can get it a foot out, great.
6311137	6313639	If you can get it two feet out of water, even better.
6313939	6317663	Just get as high as you can, and we're moving forward with each step.
6317643	6321430	Now this drill is great for developing our single leg vertical jump.
6321791	6330748	Of course, the water is resisting us, but we are getting a very similar joint angle that we would be getting on a single leg takeoff.
6330768	6333694	On a single leg takeoff, we can't load up super low.
6333674	6359985	on this drill since we are trying to get off the ground quick we are getting a very similar angle where we can't load too low we're kind of getting this minimal knee bend and then we're creating maximum power even though we have that small knee bend so it's very specific to how we're working on the court with a single leg jump and then it's also really developing hip flexor on both sides it's developing hip extensor on both sides
6359965	6365638	and we're just getting a ton of muscle activation and power development out of this drill.
6385717	6389283	So for our single leg pause jumps, I'm going to stay on the ball of my foot.
6389323	6391646	So I never want to hit my heel on this drill.
6391987	6399619	And I'm just going to start low, actually lower than I would in a normal single leg takeoff because here we're working on concentric power.
6400000	6401883	So I want to start ball of the foot.
6402003	6403766	I want my chin just out of water.
6404066	6405889	And then I'm going to go opposite hand up.
6405949	6409615	Pretend like you have the ball in this hand and you're going to go up for a dunk.
6409595	6413541	So pretend like there's a string between the elbow and the right knee.
6413902	6419170	I'm going to explode, jump off my left leg, and I'm going up for a dunk with the right hand.
6419491	6423537	I'm coming right back down, and I'm pausing in that same position.
6423958	6424859	Okay, so I'm here.
6425480	6427083	One, two, drive.
6427523	6429887	Get that big baseline dunk, and then we're right back.
6430128	6431029	One, two, go.
6431009	6431710	Drive.
6432251	6433172	Right back down.
6433192	6433993	One, two.
6434754	6434955	Drive.
6435295	6437118	I got to get as high as I can.
6437158	6438279	And here's the thing.
6438620	6443727	You're going to really start to burn in the quads and a little bit in the glutes and the calves on this exercise.
6444067	6447472	I need you to maintain explosiveness throughout the set.
6447853	6449575	It's a little bit higher rep.
6449555	6452543	than what we do on a lot of our other plyometrics.
6452563	6464374	So I want you to take this as an opportunity to teach your body how to maintain explosiveness when we're tired instead of only being fresh for two or three reps and then giving out.
6478073	6487825	All right, so for our flutter fatigue jumps, basically what I want to do is I want to get your legs nice and fatigued, and then I want to work on explosiveness while we're nice and fatigued.
6488085	6496295	Now, we don't do a lot of this in the program, but it is super important because we have to be able to also jump high in the fourth quarter and have that explosion capacity.
6496575	6502903	So what we're going to do, we're going to tire out your legs here, 15 seconds all out, as quick as we can, short flutter kick.
6502923	6507068	So I'm leaning back on the side, and I'm going to bring my legs up.
6507048	6512862	And I'm going to go small flutters, as small as I can, as fast as I can to keep my body floating.
6513504	6514005	So I'm here.
6514928	6517273	I'm going all out for 15 seconds.
6517434	6521985	As soon as I'm done, I step away from the wall and I'm jumping.
6524007	6532301	Okay, as soon as I'm done with my five jumps, I come right back to the wall without resting and I'm right back in 15 second flutter.
6532682	6537069	Okay, so if I do a flutter and then the five jumps, that's only one rep.
6537089	6545543	So then look at the reps that I wrote out and so say it's five reps, that means you have five cycles back and forth and back and forth until you're done.
6545523	6548709	So it's not going to be do flutters, take a break, do jumps.
6548750	6549992	This is going to be very rapid.
6550373	6551675	No breaks straight through.
6551695	6553319	Should build up some fatigue.
6553720	6559431	Should learn how to become explosive while our legs are nice and fatigued and have that lactic acid build up.
6561487	6563830	Alright, so welcome to our deload day.
6564010	6575083	Now, you might be saying, I feel good, my muscles are fine, my nervous system's good, I'm not overtrained, but there's other systems within the body that could be overtrained and you don't even know it.
6575203	6587798	For example, the fascia, a lot of times we keep pounding and pounding and we're losing fascial elasticity and we're drying out the fascia and that leads to decreased explosiveness and efficiency and vertical jump.
6587778	6613870	and so it's good after four hard weeks of training to take a couple days of deload so i'm assuming you got the four weeks consecutively without taking breaks and then you took saturday sunday off now we're going to take monday and tuesday as our deload and then we're going to get back in wednesday and hit it hard now if you had vacations or you didn't do the last four weeks consecutively then maybe you can skip the deload and go straight into the
6613850	6614852	the intense workout.
6614933	6619765	If you want to do that, go to Friday's day and you're going to replicate that today on Monday.
6620206	6623995	Go to Thursday's workout and you're going to replicate that on Tuesday.
6624416	6630812	If you are on the deload days, the rules are you need one alternative sport.
6630792	6640364	Okay, so if you're a basketball player, I want you to go do something different that involves cutting, that might be an aerobic workout, something where you have fun.
6640384	6644929	The key is you've got to introduce your body to different movements and you need to have fun.
6645250	6650376	So on my D-Load, I like to go play tennis or handball, racquetball, something like that.
6650716	6658065	Whatever you want to do, just make sure it's not some sort of crazy dangerous sport that you're going to get injured with because I need you healthy for the rest of this program.
6658045	6660929	One sport, okay, we need one massage day.
6661009	6675088	So either go get a massage or self massage, foam roll, kind of take the foam roll workout we've been doing and just extend that and just do twice the amount of reps or twice the amount of length on each muscle group.
6675108	6677791	We need one mobility or flexibility workout.
6678092	6681917	Now you could do the mobility day or you could go do a yoga class.
6681937	6684420	You could go do hot yoga, whatever you want to do.
6684460	6686483	I do advise that you do something different.
6686463	6695637	Just to kind of keep it fresh in your mind because the key is on the deload, I don't want you to be doing the same stuff that we've been doing the last four weeks.
6695877	6699182	And then the fourth thing that we need is an aerobic workout.
6699203	6706113	So if the sport that you went and played like tennis was enough aerobically and you got a good sweat, then you can skip this part.
6706514	6714546	But if you feel like you didn't get a great aerobic workout, then go for a jog, very slow pace, anywhere from 10 to 30 minutes.
6714526	6718456	A huge part of recovery is your aerobic base.
6718596	6724611	The better our aerobic base, the faster and the better we're going to be able to recover and adapt.
6725393	6726637	Alright, so those four things.
6727018	6731168	Alternative sport, self massage or go get a massage.
6731148	6756244	mobility or yoga or some type of stretching routine and an aerobic workout all right we need to do that on Monday and then we're going to do that again on Tuesday by Wednesday every system within the body is going to be fully recovered and we're ready to get after it I understand some of you might be in season of course you got to go do your practice you got to go do your skills training I just want you I just want to give you a little break
6756224	6766875	from the weight room and I want your fascia to just fully recover so that we can get it hydrated and we can also get that elasticity where we need it to be for max explosiveness.
6769927	6770648	What's up, guys?
6770768	6774395	Quick minimum dose advice for phase two, day three.
6775176	6776799	Already very short and efficient.
6776879	6778743	We really shouldn't have to skip anything.
6779123	6783190	If we do skip something, it would be the partial leg press.
6783210	6786256	We're getting plenty of strength work on Monday and Friday.
6786717	6791445	I put that in there just to squeeze in a little bit of strength work.
6791425	6799678	But this day is mostly about that sprint and about the reactive plyos that we're doing and the 10-minute freestyle dunk session.
6799958	6801440	That's what's most important here.
6801981	6805086	So if you don't have the time, skip that partial leg press.
6805266	6808030	Make sure that we do the 7-Eleven breathing as always.
6808291	6811335	And if we're already flexible, we can skip that static stretch.
6811616	6812337	Let's do it.
6812502	6814066	We're going to get through a foam roller circuit.
6814186	6815891	I have a long roller from Skills.
6816152	6823371	You can do long or you can do one of the shorter rollers that you can get from Skills online, or you can just get it from Walmart or Target.
6823391	6828705	So the first muscle that we're going to focus on is the glutes, one of the most important muscles for us to foam roll.
6828685	6831889	So you can either go this way or you can go vertical.
6832229	6841360	So if you go this way, we're just going to lean over to one side and then I'm just going to roll from the bottom of my glute all the way up to the top of my glute.
6841380	6847827	Now, always, if we want more pressure, we can cross over here and add a little more pressure to make it a little tougher.
6848528	6854895	Or we could go vertical here and then we can lean over and get the glute horizontally as well.
6854875	6857219	So the next one we're going to move down the posterior chain.
6857239	6858641	We're going to focus on the hamstrings.
6858981	6867374	So I'm just going to sit on the roller and I'm going to cross over this foot and I'm just going to roll from the bottom of my glute all the way to the top of my knee.
6867755	6879533	So I'm just going to start in the center and then I'm gradually going to rock over a little bit so I can get the outside of my hamstrings and then I'm going to rock to the inside so I can get the inside of my hamstrings.
6879766	6881548	Now the next one we're going to do is the calves.
6881848	6885252	So we're just going to cross over and I'm going to push myself up.
6885332	6893561	So my hips are off the ground and I'm just going to roll basically from the bottom of the knee all the way up to the top of the ankle.
6893621	6899147	So we're going over that calf and also over that Achilles and our next one we're flipping over.
6899207	6902391	We're going hip flexor all the way down to the quad.
6902411	6909739	So I'm going to go on the side of the roller now and I'm just going to come down into a plank position and I'm going to roll
6909719	6916010	from that hip flexor all the way down towards the top of my thigh.
6916731	6919717	So I'm getting my whole quad in this one.
6920157	6925407	And if you can't get down to the quad muscles around your knee, then start here and finish.
6925867	6932419	And then you would scoot up and then just focus on those lower quad muscles down around the knee.
6932399	6935305	Our next one's gonna be for the adductors, that's the inside of the leg.
6935486	6937229	So a lot of different ways that we can do this.
6937550	6951319	The way that I like to go is I like to just turn that roller here, come in a plank position, bring this foot up, and I'm just rolling from the inside, the top of the knee, all the way up through the groin area.
6953088	6959898	So we could go bent leg there or we could go straight leg there for a little bit deeper of a roll.
6960098	6963644	So after we're done with the foam rolling circuit, I like to get out a lacrosse ball.
6963964	6967229	You could use a golf ball, a baseball, anything hard.
6967770	6970474	And I'm just gonna really dig into that heel.
6970514	6972156	So I'm gonna apply some pressure in there.
6972477	6976303	I'm gonna go from the heel all the way down through the ball of the foot.
6976743	6979888	And I'm gonna really loosen up that fascia.
6979868	6987716	A lot of times our fascia of the feet take a lot of excess stress because we're on our feet all day, we're moving, we're cutting, we're jumping.
6988056	6990758	We got to really start to loosen that up.
6992340	6996924	Now after that, it's optional if you want to go up and work on the smaller muscles of the hip.
6997185	7000668	You can work on the smaller muscles of the shoulder up against a wall if you'd like to.
7001429	7005893	I just want to make sure that we get that foam roll circuit and we get that lacrosse ball on the feet.
7006253	7007935	Everything else is extra credit.
7011037	7014780	So the first thing we're gonna do for our dynamic warmup is stationary skips.
7015060	7017643	Now for all of these, you can take them on the move if you want.
7017703	7021666	For right now, I'm just gonna do them stationary just in case you don't have much room.
7022167	7028772	So we're just going up with the right, up with the left, just like we're running, and vice versa on that other side.
7029113	7032776	All right, I'm staying stiff with the feet, so I'm not letting my heel collapse.
7032816	7034217	I wanna stay on the ball of the foot.
7034617	7037740	And I'm just gonna go about 50% of my max speed.
7038080	7039542	I'm not going too fast yet.
7039862	7041043	We're gonna go for 37.
7041023	7042205	on the skips.
7042225	7046774	For the seal jacks, it's basically like a jumping jack, except I'm gonna coordinate arms with the legs.
7046794	7054910	So I'm gonna go over with the right and over with the right hand at the same time, back to neutral, over with the left, over with the left hand.
7055250	7057474	And then I'm just gonna speed that up.
7057495	7059859	I'm gonna get a good little rhythm going here.
7059839	7065127	maybe somewhere between 30 and 50% of your max speed, so we're not all out.
7065587	7067189	We're just getting that blood flowing.
7067470	7068812	We're gonna go for 30 seconds.
7068992	7073358	For the over-under hamstring stretch, I'm just gonna go over with the left leg.
7073679	7075481	I'm gonna come down, touch the toe.
7075561	7085155	Now, if you can't touch the toe without rounding the back, then just go mid-shin or even to the knees, just as low as we can, but we don't want to go to the point where we have to round our back.
7085135	7092748	OK, so I'm going to get down, touch my toes back to neutral, and then I cross over the other way and I'm going the other side.
7096492	7100859	All right, we're gonna go five over and back, so it's 10 total touches.
7101059	7106408	For the quad hamstring leans, I'm just gonna go into a quad stretch, so I'm gonna pull my right foot up.
7106688	7113239	I wanna make sure that my heel is touching my hip in that position, and I'm not out like this, I'm keeping that knee in.
7113659	7121672	Now from there, I'm gonna keep the left knee straight, and I'm just gonna go into a lean as low as I can,
7121652	7126601	So I'm getting a really good stretch in the quad by going down and getting my knee back.
7126942	7132552	I'm getting it into the hip flexor a little bit more and I'm getting this hamstring a good stretch.
7133233	7135578	And I'm also working on my balance at the same time.
7135918	7140527	I'm going to go five leans and then I'm going to switch over five leans on the other side.
7141168	7143492	For the hip opener, we're going to go push up position.
7144417	7148045	I'm going to go left leg up outside this left hand.
7148466	7150851	Now from here, I'm just going to rotate up and hold.
7150911	7152936	One, two, three.
7152996	7155261	Now I'm going to go elbow down towards the floor.
7155602	7157606	We might not be able to touch the elbow to the ground.
7157646	7158248	That's okay.
7158588	7160172	Let's just get as low as we can there.
7160653	7161615	One, two, three.
7161595	7163319	three and back up.
7163379	7165383	So three there, three there.
7165704	7172017	I'm gonna go five cycles and then I'm gonna switch to the other side, five and five, same thing.
7172097	7175545	For the adductor hip flexor combo, I'm going lateral with one skip.
7175605	7179553	So it's one skip lateral and I'm going down, I'm trying to touch this floor
7179533	7184703	Keep this knee straight because I want to get that stretch on the inside of the leg in this adductor.
7185023	7191936	I'm going back with the hip like I would in a normal squat, and I'm getting nice and low, touch the floor, and I'm popping out to that other side.
7192417	7195483	All right, so let's just hold about one second at the bottom.
7195463	7217083	and pop out i need five of these down and back so it's 10 total and then i immediately go into a hip flexor same thing with the skip and now i land i turn this foot forward i pivot i'm here knee a couple inches off the floor i'm gonna rotate hold one and then come back and it's to the other side
7222058	7228585	At the bottom of this stretch, I'm gonna get that really good stretch in the hip flexor, and I always need to turn towards the lead leg.
7228605	7230067	Don't make the mistake of going here.
7230427	7238496	You need to rotate towards that lead leg as far as we can, and I'm gonna feel it through that hip flexor, and then I pop out to the other side.
7238596	7244503	For the overhead deep squat progression, I'm going high with the hands, basic squat stance, so I'm a little wider than shoulder width.
7244563	7248387	I can point the toes out just a little bit, and then I'm just gonna go here,
7248367	7250151	It's going to be a hamstring stretch.
7250411	7252355	One, two, three.
7252495	7255462	Keep the hands down and come into a deep squat.
7255642	7257846	Try to stay back on your heels if you can.
7257887	7260211	One, two, three.
7260271	7261775	Rock forward.
7261855	7262897	So I'm on my toes now.
7263378	7265602	Drive the knees out with the elbows.
7265643	7265963	Hold.
7266605	7266865	One, two.
7266845	7286136	two, three, rock it back, heels back down to the ground, one, two, three, I need one hand up, two hand up, not out here, we need it back behind the head, and stand, alright, so that's one cycle, we're going to go for three of these, so it's one, two, three,
7286470	7295881	one, two, three, lean, one, two, three, heels back down, one, two, three, one up, two up, stand, all right?
7296161	7304470	If you cannot get down in that deep position, then let's just go as low as we can right here, and then on the lean, it's just gonna look like this, all right?
7304490	7308855	And then we're gonna come back, hopefully parallel to the floor, one up, two up, stand.
7309216	7315583	We just gotta get as low as we can, and every day try to progress so that we can get lower and lower, better range of motion.
7315563	7318367	So for the hip bridge, it's gonna be a very basic hip bridge.
7318427	7320750	Even if you're an advanced athlete, I want you to do this version.
7321130	7323934	So we're gonna get up nice and flat in a hip bridge.
7324254	7325956	I need to be flat through the hips.
7326236	7328660	I'm driving through my midfoot right now.
7329180	7333606	And now I'm just gonna squeeze my glutes together as hard as I possibly can.
7333986	7336930	So just holding in this position isn't that difficult.
7336910	7347221	But if I squeeze my glutes together as hard as I can so they're rock solid, I'm going to get a really good isometric contraction and I'm going to activate a lot of muscle fibers.
7348282	7354829	And we're just going to hold in this position for 25 seconds with a full squeeze and then relax.
7355249	7359394	This is all for hip activation, getting those glutes fired up.
7359414	7361155	It's the most powerful muscle in the body.
7361416	7363558	So we got to get them revved up for our session.
7363538	7367903	So for our top end speed workout, we're going to keep it very efficient and simple.
7368244	7375633	The reason why we're doing this is top end sprint speed exposes the body to a lot of things that we don't get anywhere else, right?
7375673	7383002	Like building the proper stiffness through the Achilles and through the quad tendon and the proper compliance through the hip flexor tendons.
7383363	7388169	And it kind of builds the tendons exactly how the human body was meant to be.
7388590	7392955	And we can't get that through doing basic mobility, basic static stretching.
7392935	7411905	and also the ground contact times are so fast that we have to learn how to apply force quicker and quicker and quicker and so we're not just getting faster when we work on top end sprint speed we're also going to improve our vertical jump especially off one leg because the ground contact time is so short
7411885	7417033	Now, if you're on a track, basically mark out 54 meters.
